index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,active
394,513,stand,stand,2,night_stand,n04301000,stand.n.04,1
395,514,desk,desk,2,desk,n03179701,desk.n.01,1
396,515,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
397,516,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
398,517,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
399,518,whiteboard,whiteboard,2,whiteboard,n03211616,display_panel.n.01,1
400,519,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,1
401,520,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
402,521,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
403,522,piano,music,2,otherprop,n03928116,piano.n.01,1
404,523,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
405,524,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
406,525,dining_table,table,2,table,n04379243,table.n.02,1
407,526,hanger,hanger,2,cabinet,n03490884,hanger.n.02,1
408,527,hanger,hanger,2,cabinet,n03490884,hanger.n.02,1
409,528,kitchen_cabinet,kitchen_cabinet,2,refridgerator,n02933112,cabinet.n.01,1
410,529,vase,vase,2,otherprop,n04522168,vase.n.01,1
411,530,plates,kitchenware,2,otherprop,n03959485,plate.n.04,1
412,531,candle,candle,2,lamp,n02948072,candle.n.01,1
413,532,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
414,533,desk,desk,2,desk,n03179701,desk.n.01,1
415,534,stand,stand,2,night_stand,n04301000,stand.n.04,1
416,535,armchair,chair,2,chair,n02738535,armchair.n.01,1
417,536,utensil_holder,kitchenware,2,otherprop,n03525454,holder.n.01,1
418,537,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01,1
419,538,knife_rack,kitchenware,2,otherprop,n03621377,kitchenware.n.01,1
420,539,coffee_kettle,kitchenware,2,otherprop,n03612814,kettle.n.01,1
421,540,toy,toy,2,otherprop,n03964744,plaything.n.01,1
422,541,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
423,542,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
424,543,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
425,544,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
426,545,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
427,546,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
428,547,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
429,548,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
430,549,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
431,550,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
432,551,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
433,552,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
434,553,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
435,554,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
436,555,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
437,556,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
438,557,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
439,558,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
440,559,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
441,560,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
442,561,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
443,562,pool,pool,2,otherprop,n03982060,pool.n.01,1
444,563,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
445,564,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
446,565,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
447,566,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
448,567,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
449,568,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
450,569,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
451,57,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
452,570,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
453,577,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
454,579,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
455,580,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
456,586,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
457,587,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
458,589,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
459,590,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
460,591,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
461,592,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
462,593,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
463,594,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
464,595,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
465,596,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
466,597,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
467,598,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
468,599,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
469,60,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
470,600,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
471,601,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
472,602,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
473,603,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
474,604,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
475,605,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,1
476,606,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
477,607,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
478,608,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
479,609,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
480,610,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
481,611,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
482,612,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
483,613,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
484,614,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
485,615,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
486,616,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
487,617,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
488,618,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
489,620,plant,plant,2,otherprop,n00017222,plant.n.02,0
490,621,curtain,curtain,2,curtain,n03151077,curtain.n.01,1
491,622,curtain,curtain,2,curtain,n03151077,curtain.n.01,1
492,623,plant,plant,2,otherprop,n00017222,plant.n.02,0
493,624,plant,plant,2,otherprop,n00017222,plant.n.02,0
494,625,curtain,curtain,2,curtain,n03151077,curtain.n.01,1
495,626,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
496,627,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
497,628,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
498,629,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
499,63,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
500,630,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
501,631,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
502,632,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
503,633,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
504,634,plant,plant,2,otherprop,n00017222,plant.n.02,0
505,635,pool,pool,2,otherprop,n03982060,pool.n.01,1
506,636,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
507,637,plant,plant,2,otherprop,n00017222,plant.n.02,0
508,638,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
509,639,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
510,64,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
511,640,trash_can,trash_can,2,otherprop,n02946921,can.n.01,1
512,641,ATM,ATM,2,otherprop,n02977058,cash_machine.n.01,1
513,645,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
514,646,armchair,chair,2,chair,n02738535,armchair.n.01,1
515,647,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
516,648,toy,toy,2,otherprop,n03964744,plaything.n.01,1
517,649,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
518,650,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01,1
519,651,xbox,toy,2,otherprop,n03964744,plaything.n.01,1
520,652,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
521,653,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
522,654,dining_table,table,2,table,n04379243,table.n.02,1
523,655,dining_table,table,2,table,n04379243,table.n.02,1
524,656,dining_table,table,2,table,n04379243,table.n.02,1
525,657,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
526,658,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
527,659,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
528,660,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
529,661,range_hood,kitchen_appliance,2,otherprop,n04053677,range_hood.n.01,1
530,662,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
531,663,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
532,664,dining_table,table,2,table,n04379243,table.n.02,1
533,665,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
534,666,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
535,667,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
536,668,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
537,669,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
538,67,armchair,chair,2,chair,n02738535,armchair.n.01,1
539,670,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
540,671,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
541,672,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
542,673,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
543,674,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
544,675,dining_table,table,2,table,n04379243,table.n.02,1
545,676,dining_table,table,2,table,n04379243,table.n.02,1
546,677,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
547,678,fruit_bowl,kitchenware,2,otherprop,n02880940,bowl.n.03,1
548,679,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,1
549,680,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,1
550,681,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,1
551,682,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,1
552,683,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
553,684,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
554,685,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
555,686,goal_post,recreation,2,otherprop,n03820318,net.n.04,1
556,687,pet,pet,2,otherprop,n01318894,pet.n.01,1
557,688,pet,pet,2,otherprop,n01318894,pet.n.01,1
558,689,pet,pet,2,otherprop,n01318894,pet.n.01,1
559,69,armchair,chair,2,chair,n02738535,armchair.n.01,1
560,690,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
561,691,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,1
562,692,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
563,693,armchair,chair,2,chair,n02738535,armchair.n.01,1
564,694,workplace,workplace,2,desk,-,-,1
565,695,workplace,workplace,2,desk,-,-,1
566,696,table_and_chair,table_and_chair,2,table,-,-,1
567,697,table_and_chair,table_and_chair,2,table,-,-,1
568,698,table_and_chair,table_and_chair,2,table,-,-,1
569,699,table_and_chair,table_and_chair,2,table,-,-,1
570,70,armchair,chair,2,chair,n02738535,armchair.n.01,1
571,700,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
572,701,table_and_chair,table_and_chair,2,table,-,-,1
573,702,pool,pool,2,otherprop,n03982060,pool.n.01,1
574,703,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,1
575,704,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,1
576,705,table_and_chair,table_and_chair,2,table,-,-,1
577,706,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,1
578,707,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,1
579,708,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,1
580,709,chair,chair,2,chair,n03001627,chair.n.01,1
581,71,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
582,710,chair,chair,2,chair,n03001627,chair.n.01,1
583,711,chair,chair,2,chair,n03001627,chair.n.01,1
584,712,chair,chair,2,chair,n03001627,chair.n.01,1
585,713,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
586,714,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
587,715,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
588,716,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
589,717,plant,plant,2,otherprop,n00017222,plant.n.02,0
590,718,plant,plant,2,otherprop,n00017222,plant.n.02,0
591,719,plant,plant,2,otherprop,n00017222,plant.n.02,0
592,720,plant,plant,2,otherprop,n00017222,plant.n.02,0
593,721,plant,plant,2,otherprop,n00017222,plant.n.02,0
594,722,fence,fence,2,door,n03327234,fence.n.01,1
595,723,plant,plant,2,otherprop,n00017222,plant.n.02,0
596,724,plant,plant,2,otherprop,n00017222,plant.n.02,0
597,725,plant,plant,2,otherprop,n00017222,plant.n.02,0
598,726,plant,plant,2,otherprop,n00017222,plant.n.02,0
599,727,plant,plant,2,otherprop,n00017222,plant.n.02,0
600,728,plant,plant,2,otherprop,n00017222,plant.n.02,0
601,729,pool,pool,2,otherprop,n03982060,pool.n.01,1
602,73,door,door,2,door,n03221720,door.n.01,1
603,730,pool,pool,2,otherprop,n03982060,pool.n.01,1
604,731,plant,plant,2,otherprop,n00017222,plant.n.02,0
605,732,plant,plant,2,otherprop,n00017222,plant.n.02,0
606,733,plant,plant,2,otherprop,n00017222,plant.n.02,0
607,734,plant,plant,2,otherprop,n00017222,plant.n.02,0
608,735,plant,plant,2,otherprop,n00017222,plant.n.02,0
609,736,plant,plant,2,otherprop,n00017222,plant.n.02,0
610,737,plant,plant,2,otherprop,n00017222,plant.n.02,0
611,738,plant,plant,2,otherprop,n00017222,plant.n.02,0
612,739,plant,plant,2,otherprop,n00017222,plant.n.02,0
613,74,sink,sink,2,sink,n04223580,sink.n.01,1
614,740,plant,plant,2,otherprop,n00017222,plant.n.02,0
615,741,plant,plant,2,otherprop,n00017222,plant.n.02,0
616,742,plant,plant,2,otherprop,n00017222,plant.n.02,0
617,743,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,1
618,744,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,1
619,745,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
620,746,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,1
621,747,curtain,curtain,2,blinds,n03151077,curtain.n.01,1
622,748,curtain,curtain,2,blinds,n03151077,curtain.n.01,1
623,749,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,1
624,75,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
625,750,curtain,curtain,2,blinds,n03151077,curtain.n.01,1
626,751,curtain,curtain,2,blinds,n03151077,curtain.n.01,1
627,752,window,window,2,window,n04587648,window.n.01,1
628,753,window,window,2,window,n04587648,window.n.01,1
629,754,window,window,2,window,n04587648,window.n.01,1
630,755,window,window,2,window,n04587648,window.n.01,1
631,756,door,door,2,door,n03221720,door.n.01,1
632,757,door,door,2,door,n03221720,door.n.01,1
633,758,door,door,2,door,n03221720,door.n.01,1
634,759,door,door,2,door,n03221720,door.n.01,1
635,760,door,door,2,door,n03221720,door.n.01,1
636,761,door,door,2,door,n03221720,door.n.01,1
637,762,door,door,2,door,n03221720,door.n.01,1
638,763,door,door,2,door,n03221720,door.n.01,1
639,764,door,door,2,door,n03221720,door.n.01,1
640,765,garage_door,garage_door,2,door,-,-,1
641,766,window,window,2,window,n04587648,window.n.01,1
642,767,window,window,2,window,n04587648,window.n.01,1
643,768,door,door,2,door,n03221720,door.n.01,1
644,769,door,door,2,door,n03221720,door.n.01,1
645,77,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
646,770,door,door,2,door,n03221720,door.n.01,1
647,771,garage_door,garage_door,2,window,-,-,1
648,773,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
649,775,fence,fence,2,door,n03327234,fence.n.01,1
650,776,fence,fence,2,door,n03327234,fence.n.01,1
651,777,fence,fence,2,door,n03327234,fence.n.01,1
652,778,arch,arch,2,door,n02733524,arch.n.04,1
653,779,arch,arch,2,door,n02733524,arch.n.04,1
654,78,single_bed,bed,2,bed,n04222210,single_bed.n.01,1
655,780,arch,arch,2,door,n02733524,arch.n.04,1
656,781,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,1
657,782,stairs,stairs,1,floor,n04314914,step.n.04,1
658,783,stairs,stairs,1,floor,n04314914,step.n.04,1
659,784,stairs,stairs,1,floor,n04314914,step.n.04,1
660,785,stairs,stairs,1,floor,n04314914,step.n.04,1
661,786,plant,plant,2,otherprop,n00017222,plant.n.02,0
662,79,sink,sink,2,sink,n04223580,sink.n.01,1
663,797,roof,roof,2,otherprop,n04105068,roof.n.01,1
664,80,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
665,81,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
666,82,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
667,83,toilet,toilet,2,toilet,n04446276,toilet.n.01,1
668,85,washer,household_appliance,2,otherprop,n04554684,washer.n.03,1
669,86,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
670,87,sink,sink,2,sink,n04223580,sink.n.01,1
671,88,chair,chair,2,chair,n03001627,chair.n.01,1
672,89,chair,chair,2,chair,n03001627,chair.n.01,1
673,90,chair,chair,2,chair,n03001627,chair.n.01,1
674,91,chair,chair,2,chair,n03001627,chair.n.01,1
675,92,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
676,93,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
677,94,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
678,95,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
679,97,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
680,98,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
681,99,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
682,s__1000,stand,stand,2,night_stand,n04301000,stand.n.04,1
683,s__1001,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
684,s__1002,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
685,s__1003,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
686,s__1004,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
687,s__1005,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
688,s__1006,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
689,s__1007,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
690,s__1008,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
691,s__1009,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
692,s__1010,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
693,s__1011,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
694,s__1012,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
695,s__1013,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
696,s__1014,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
697,s__1015,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
698,s__1016,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
699,s__1017,chair,chair,2,chair,n03001627,chair.n.01,1
700,s__1018,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
701,s__1019,chair,chair,2,chair,n03001627,chair.n.01,1
702,s__1020,desk,desk,2,desk,n03179701,desk.n.01,1
703,s__1021,desk,desk,2,desk,n03179701,desk.n.01,1
704,s__1022,desk,desk,2,desk,n03179701,desk.n.01,1
705,s__1023,desk,desk,2,desk,n03179701,desk.n.01,1
706,s__1024,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
707,s__1025,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
708,s__1026,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
709,s__1027,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
710,s__1028,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
711,s__1029,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
712,s__1030,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
713,s__1031,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
714,s__1032,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
715,s__1033,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
716,s__1034,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
717,s__1035,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
718,s__1036,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
719,s__1037,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
720,s__1038,chair,chair,2,chair,n03001627,chair.n.01,1
721,s__1039,chair,chair,2,chair,n03001627,chair.n.01,1
722,s__1040,chair,chair,2,chair,n03001627,chair.n.01,1
723,s__1041,kitchen_set,kitchen_set,2,counter,-,-,1
724,s__1042,kitchen_set,kitchen_set,2,counter,-,-,1
725,s__1043,kitchen_set,kitchen_set,2,counter,-,-,1
726,s__1044,kitchen_set,kitchen_set,2,counter,-,-,1
727,s__1045,kitchen_set,kitchen_set,2,counter,-,-,1
728,s__1046,kitchen_set,kitchen_set,2,counter,-,-,1
729,s__1047,kitchen_set,kitchen_set,2,counter,-,-,1
730,s__1048,kitchen_set,kitchen_set,2,counter,-,-,1
731,s__1049,kitchen_set,kitchen_set,2,counter,-,-,1
732,s__1050,kitchen_set,kitchen_set,2,counter,-,-,1
733,s__1051,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
734,s__1052,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
735,s__1053,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
736,s__1054,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
737,s__1055,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
738,s__1056,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
739,s__1057,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
740,s__1058,range_oven,kitchen_appliance,2,counter,n04330340,stove.n.01,1
741,s__1059,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
742,s__1060,range_hood,kitchen_appliance,2,counter,n04053677,range_hood.n.01,1
743,s__1061,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
744,s__1062,chair,chair,2,chair,n03001627,chair.n.01,1
745,s__1063,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
746,s__1064,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
747,s__1065,kitchen_set,kitchen_set,2,counter,-,-,1
748,s__1066,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
749,s__1067,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
750,s__1068,stand,stand,2,night_stand,n04301000,stand.n.04,1
751,s__1069,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
752,s__1070,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
753,s__1071,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
754,s__1072,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
755,s__1073,dining_table,table,2,table,n04379243,table.n.02,1
756,s__1074,chair,chair,2,chair,n03001627,chair.n.01,1
757,s__1075,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
758,s__1076,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
759,s__1077,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
760,s__1078,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
761,s__1079,dining_table,table,2,table,n04379243,table.n.02,1
762,s__1080,chair,chair,2,chair,n03001627,chair.n.01,1
763,s__1081,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
764,s__1082,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
765,s__1083,chair,chair,2,chair,n03001627,chair.n.01,1
766,s__1084,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
767,s__1085,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
768,s__1086,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
769,s__1087,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
770,s__1088,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
771,s__1089,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
772,s__1090,rug,rug,2,floor_mat,n04118021,rug.n.01,1
773,s__1091,candle,candle,2,lamp,n02948072,candle.n.01,1
774,s__1092,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
775,s__1093,armchair,chair,2,chair,n02738535,armchair.n.01,1
776,s__1094,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
777,s__1095,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
778,s__1096,dining_table,table,2,table,n04379243,table.n.02,1
